what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1409566620499
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1409566620499
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1409566620500
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1409566620500
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1409566620500
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1409566620500
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1409566620500
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1409566620500
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1409566620500
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1409566620500
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1409566620500
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1409566620500
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1409566620500
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1409566620500
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1409566620500
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1409566620500
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1409566620500
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1409566620500
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1409566620500
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1409566620500
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1409566620500
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1409566620500
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1409566620500
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1409566620500
started,bundle,org.eclipse.team.svn.core,0.7.9.I20120316-1700,"org.eclipse.team.svn.core",1409566620500
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20120316-1700,"org.eclipse.team.svn.ui",1409566620500
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.3.0.I20120316-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1409566620500
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.1.HEAD,"org.eclipse.equinox.weaving.aspectj",1409566620500
started,bundle,org.eclipse.equinox.weaving.caching,1.0.100.HEAD,"org.eclipse.equinox.weaving.caching",1409566620501
started,bundle,org.eclipse.equinox.weaving.caching.j9,1.0.100.HEAD,"org.eclipse.equinox.weaving.caching.j9",1409566620501
os,sysinfo,,,"win32",1409566620515
arch,sysinfo,,,"x86_64",1409566620515
ws,sysinfo,,,"win32",1409566620515
locale,sysinfo,,,"it_IT",1409566620515
processors,sysinfo,,,"4",1409566620515
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1409566620515
java.runtime.version,sysinfo,,,"1.7.0_65-b19",1409566620515
java.specification.name,sysinfo,,,"Java Platform API Specification",1409566620515
java.specification.vendor,sysinfo,,,"Oracle Corporation",1409566620515
java.specification.version,sysinfo,,,"1.7",1409566620515
java.vendor,sysinfo,,,"Oracle Corporation",1409566620515
java.version,sysinfo,,,"1.7.0_65",1409566620515
java.vm.info,sysinfo,,,"mixed mode",1409566620515
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1409566620515
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1409566620515
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1409566620515
java.vm.specification.version,sysinfo,,,"1.7",1409566620515
java.vm.vendor,sysinfo,,,"Oracle Corporation",1409566620515
java.vm.version,sysinfo,,,"24.65-b04",1409566620515
started,bundle,org.eclipse.contribution.weaving.jdt,2.1.3.e37x-20110628-1900,"org.eclipse.contribution.weaving.jdt",1409566620733
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1409566621940
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1409566622120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567497478
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1409567503896
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1409567503907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567508249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567508456
started,bundle,org.aspectj.ajde,1.6.12.20110613132200,"org.aspectj.ajde",1409567528219
started,bundle,org.eclipse.ajdt.core,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.core",1409567528472
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1409567528811
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1409567528882
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1409567529048
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1409567529339
started,bundle,org.eclipse.ajdt.ui,2.1.3.e37x-20110628-1900,"org.eclipse.ajdt.ui",1409567529928
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1409567555097
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1409567555112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567557464
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1409567558341
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1409567558435
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1409567558528
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1409567563805
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1409567563820
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1409567563942
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1409567563955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567571812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567594394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567595733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567617276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1409567618158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567623040
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1409567624939
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1409567625074
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1409567625151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567632310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1409567632343
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1409567639891
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1409567639930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567653880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567668261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567672038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567691318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1409567691350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567706001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567726553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567729785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567979928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409567985344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568002187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1409568002745
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409568009513
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1409568009836
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1409568010107
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1409568010264
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409568010289
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1409568287794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568300904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568302618
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1409568302645
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409568309499
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1409568312180
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409568326943
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1409568328200
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1409568328361
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1409568328367
started,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1409568328370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1409568329757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1409568330457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568332995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568334433
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1409568343141
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409568343867
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409568356697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568363104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568366828
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409568366904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568376227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568389832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568418284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568965669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409568971867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569004062
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569004081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569017932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569021855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569021862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569033671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409569033699
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569042779
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1409569056894
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1409569057078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569057093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569058910
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569061593
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409569065407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569072467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569123966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1409569126871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569130299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569132727
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569139133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409569149320
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1409569151756
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569153911
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569154172
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569154346
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569154491
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569154655
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569154872
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569155128
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569155341
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569155514
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569155688
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569156030
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569156364
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569156702
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1409569156987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1409569160608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569161532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569161943
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569168554
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409569171715
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569173955
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409569173986
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569174863
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409569174889
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569175563
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409569175591
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569176450
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1409569176480
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1409569192532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1409569197860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569198871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569612639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569616778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569643837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409569645481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409570830332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409570831999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409570835297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409570836187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409571424269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409571427430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409571430769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409571432271
